id,grupo_id,codigo,descricao
1596,227,V16,Ciclista traumatizado em colisão com outro veículo não-motorizado
1597,227,V17,Ciclista traumatizado em colisão com um objeto fixo ou parado
1598,227,V18,Ciclista traumatizado em um acidente de transporte sem colisão
1599,227,V19,Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
1600,227,V20,Motociclista traumatizado em colisão com um pedestre ou um animal
1601,227,V21,Motociclista traumatizado em colisão com um veículo a pedal
1602,227,V22,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
1603,227,V23,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
1604,227,V24,Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
1605,227,V25,Motociclista traumatizado em colisão com um trem ou um veículo ferroviário
1606,227,V26,Motociclista traumatizado em colisão com outro veículo não-motorizado
1607,227,V27,Motociclista traumatizado em colisão com um objeto fixo ou parado
1608,227,V28,Motociclista traumatizado em um acidente de transporte sem colisão
1609,227,V29,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
1610,227,V30,Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal
1611,227,V31,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal
1612,227,V32,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas
1613,227,V33,"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
1614,227,V34,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus
1615,227,V35,Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
1616,227,V36,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado
1617,227,V37,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado
1618,227,V38,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão
1619,227,V39,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
1620,227,V40,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal
1621,227,V41,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal
1622,227,V42,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo a motor de duas ou três rodas
1623,227,V43,"Ocupante de um automóvel [carro] traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
1624,227,V44,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus
1625,227,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
1626,227,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado
1627,227,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado
1628,227,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão
1629,227,V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
1630,227,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal
1631,227,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal
1632,227,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas
1633,227,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete
1634,227,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus
1635,227,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário
1636,227,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado
1637,227,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado
1638,227,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão
1639,227,V59,Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
1640,227,V60,Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal
1641,227,V61,Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal
1642,227,V62,Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas
1643,227,V63,Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel [carro] ou uma caminhonete
1644,227,V64,Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus
1645,227,V65,Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
1646,227,V66,Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado
1647,227,V67,Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado
1648,227,V68,Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão
1649,227,V69,Ocupante de um veículo de transporte pesado traumatizado em outros acidentes de transporte não especificados
1650,227,V70,Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal
1651,227,V71,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal
1652,227,V72,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas
1653,227,V73,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete
1654,227,V74,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus
1655,227,V75,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
1656,227,V76,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado
1657,227,V77,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado
1658,227,V78,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão
1659,227,V79,Ocupante de um ônibus traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
1660,227,V80,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em um acidente de transporte
1661,227,V81,Ocupante de um trem [comboio] ou um veículo ferroviário traumatizado em um acidente de transporte
1662,227,V82,Ocupante de um bonde [carro elétrico] traumatizado em um acidente de transporte
1663,227,V83,Ocupante de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de transporte
1664,227,V84,Ocupante de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de transporte
1665,227,V85,Ocupante de um veículo a motor especial de construções traumatizado em um acidente de transporte
1666,227,V86,"Ocupante de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de transporte"
1667,227,V87,"Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
1668,227,V88,"Acidente não-de-trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
1669,227,V89,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
1670,227,V90,Acidente com embarcação causando afogamento e submersão
1671,227,V91,Acidente com embarcação causando outro tipo de traumatismo
1672,227,V92,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação
1673,227,V93,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão"
1674,227,V94,Outros acidentes de transporte por água e os não especificados
1675,227,V95,Acidente de aeronave a motor causando traumatismo ao ocupante
1676,227,V96,Acidente de uma aeronave sem motor causando traumatismo a ocupante
1677,227,V97,Outros acidentes especificados de transporte aéreo
1678,227,V98,Outros acidentes de transporte especificados
1679,227,V99,Acidente de transporte não especificado
1680,227,W00,Queda no mesmo nível envolvendo gelo e neve
1681,227,W01,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés]"
1682,227,W02,"Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas"
1683,227,W03,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa
1684,227,W04,"Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s)"
1685,227,W05,Queda envolvendo uma cadeira de rodas
1686,227,W06,Queda de um leito
1687,227,W07,Queda de uma cadeira
1688,227,W08,Queda de outro tipo de mobília
1689,227,W09,"Queda envolvendo equipamento de ""playground"""
1690,227,W10,Queda em ou de escadas ou degraus
1691,227,W11,Queda em ou de escadas de mão
1692,227,W12,Queda em ou de um andaime
1693,227,W13,Queda de ou para fora de edifícios ou outras estruturas
1694,227,W14,Queda de árvore
1695,227,W15,Queda de penhasco
1696,227,W16,Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão
1697,227,W17,Outras quedas de um nível a outro
1698,227,W18,Outras quedas no mesmo nível
1699,227,W19,Queda sem especificação
1700,227,W20,"Impacto causado por objeto lançado, projetado ou em queda"
1701,227,W21,Impacto acidental ativo ou passivo causado por equipamento esportivo
1702,227,W22,Impacto acidental ativo ou passivo causado por outros objetos
1703,227,W23,"Apertado, colhido, comprimido ou esmagado dentro de ou entre objetos"
1704,227,W24,"Contato com elevadores e instrumentos de transmissão, não classificados em outra parte"
1705,227,W25,Contato com vidro cortante
1706,227,W26,"Contato com faca, espada e punhal"
1707,227,W27,Contato com ferramentas manuais sem motor
1708,227,W28,Contato com segadeira motorizada para cortar ou aparar a grama
1709,227,W29,Contato com outros utensílios manuais e aparelhos domésticos equipados com motor
1710,227,W30,Contato com maquinaria agrícola
1711,227,W31,Contato com outras máquinas e com as não especificadas
1712,227,W32,Projétil de revólver
1713,227,W33,"Rifle, espingarda e armas de fogo de maior tamanho"
1714,227,W34,Projéteis de outras armas de fogo e das não especificadas
1715,227,W35,Explosão ou ruptura de caldeira
1716,227,W36,Explosão ou ruptura de cilindro de gás
1717,227,W37,"Explosão ou ruptura de pneumático, tubulação ou mangueira, pressurizados"
1718,227,W38,Explosão ou ruptura de outros aparelhos pressurizados especificados
1719,227,W39,Queima de fogos de artifício
1720,227,W40,Explosão de outros materiais
1721,227,W41,Exposição a um jato de alta pressão
1722,227,W42,Exposição ao ruído
1723,227,W43,Exposição à vibração
1724,227,W44,Penetração de corpo estranho no ou através de olho ou orifício natural
1725,227,W45,Penetração de corpo ou objeto estranho através da pele
1726,227,W46,Contato com agulha hipodérmica
1727,227,W49,Exposição a outras forças mecânicas inanimadas e às não especificadas
1728,227,W50,"Golpe, pancada, pontapé, mordedura ou escoriação infligidos por outra pessoa"
1729,227,W51,Colisão entre duas pessoas
1730,227,W52,"Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas"
1731,227,W53,Mordedura de rato
1732,227,W54,Mordedura ou golpe provocado por cão
1733,227,W55,Mordedura ou golpe provocado por outros animais mamíferos
1734,227,W56,Contato com animais marinhos
1735,227,W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos"
1736,227,W58,Mordedura ou golpe provocado por crocodilo ou aligátor
1737,227,W59,Mordedura ou esmagamento provocado por outros répteis
1738,227,W60,Contato com espinhos de plantas ou com folhas aguçadas
1739,227,W64,Exposição a outras forças mecânicas animadas e às não especificadas
1740,227,W65,Afogamento e submersão durante banho em banheira
1741,227,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira
1742,227,W67,Afogamento e submersão em piscina
1743,227,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina
1744,227,W69,Afogamento e submersão em águas naturais
1745,227,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais
1746,227,W73,Outros afogamentos e submersão especificados
1747,227,W74,Afogamento e submersão não especificados
1748,227,W75,Sufocação e estrangulamento acidental na cama
1749,227,W76,Outro enforcamento e estrangulamento acidental
1750,227,W77,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias"
1751,227,W78,Inalação do conteúdo gástrico
1752,227,W79,Inalação e ingestão de alimentos causando obstrução do trato respiratório
1753,227,W80,Inalação e ingestão de outros objetos causando obstrução do trato respiratório
1754,227,W81,Confinado ou aprisionado em um ambiente pobre em oxigênio
1755,227,W83,Outros riscos especificados à respiração
1756,227,W84,Riscos não especificados à respiração
1757,227,W85,Exposição a linhas de transmissão de corrente elétrica
1758,227,W86,Exposição a outra corrente elétrica especificada
1759,227,W87,Exposição a corrente elétrica não especificada
1760,227,W88,Exposição a radiação ionizante
1761,227,W89,Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta
1762,227,W90,Exposição a outros tipos de radiação não-ionizante
1763,227,W91,Exposição a tipo não especificado de radiação
1764,227,W92,Exposição a um calor excessivo de origem artificial
1765,227,W93,Exposição a um frio excessivo de origem artificial
1766,227,W94,"Exposição a alta, baixa e a variações da pressão atmosférica"
1767,227,W99,Exposição a outros fatores ambientais artificiais e aos não especificados
1768,227,X00,Exposição a fogo não-controlado em um edifício ou outro tipo de construção
1769,227,X01,Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção
1770,227,X02,Exposição a fogo controlado em um edifício ou outro tipo de construção
1771,227,X03,Exposição a fogo controlado fora de um edifício ou de outro tipo de construção
1772,227,X04,Exposição a combustão de substância muito inflamável
1773,227,X05,Exposição a combustão de roupa de dormir
1774,227,X06,Exposição a combustão de outro tipo de roupa ou de acessórios
1775,227,X08,"Exposição a outro tipo especificado de fumaça, fogo ou chamas"
1776,227,X09,"Exposição a tipo não especificado de fumaça, fogo ou chamas"
1777,227,X10,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes"
1778,227,X11,Contato com água corrente quente de torneira
1779,227,X12,Contato com outros líquidos quentes
1780,227,X13,Contato com vapor d'água e com vapores quentes
1781,227,X14,Contato com ar e gases quentes
1782,227,X15,Contato com aparelhos domésticos quentes
1783,227,X16,"Contato com aquecedores, radiadores e tubulação"
1784,227,X17,"Contato com motores, máquinas e ferramentas quentes"
1785,227,X18,Contato com outros metais quentes
1786,227,X19,Contato com outras fontes de calor ou com substâncias quentes não especificados
1787,227,X20,Contato com serpentes e lagartos venenosos
1788,227,X21,Contato com aranhas venenosas
1789,227,X22,Contato com escorpiões
1790,227,X23,"Contato com abelhas, vespas e vespões"
1791,227,X24,Contato com centopéias e miriápodes venenosas (tropicais)
1792,227,X25,Contato com outros artrópodes venenosos
1793,227,X26,Contato com animais e plantas marinhos venenosos
1794,227,X27,Contato com outros animais venenosos especificados
1795,227,X28,Contato com outras plantas venenosas especificadas
1796,227,X29,"Contato com animais ou plantas venenosos, sem especificação"
1797,227,X30,Exposição a calor natural excessivo
1798,227,X31,Exposição a frio natural excessivo
1799,227,X32,Exposição à luz solar
1800,227,X33,Vítima de raio
1801,227,X34,Vítima de terremoto
1802,227,X35,Vítima de erupção vulcânica
1803,227,X36,"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre"
1804,227,X37,Vítima de tempestade cataclísmica
1805,227,X38,Vítima de inundação
1806,227,X39,Exposição a outras forças da natureza e às não especificadas
1807,227,X40,"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
1808,227,X41,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
1809,227,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
1810,227,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo
1811,227,X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
1812,227,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool
1813,227,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
1814,227,X47,Intoxicação acidental por e exposição a outros gases e vapores
1815,227,X48,Envenenamento [intoxicação] acidental por e exposição a pesticidas
1816,227,X49,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
1817,227,X50,Excesso de exercícios e movimentos vigorosos ou repetitivos
1818,227,X51,Viagem e movimento
1819,227,X52,Estadia prolongada em ambiente agravitacional
1820,227,X53,Falta de alimento
1821,227,X54,Falta de água
1822,227,X57,Privação não especificada
1823,227,X58,Exposição a outros fatores especificados
1824,227,X59,Exposição a fatores não especificados
1825,255,X60,"Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
1826,255,X61,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte"
1827,255,X62,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte"
1828,255,X63,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo"
1829,255,X64,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas"
1830,255,X65,Auto-intoxicação voluntária por álcool
1831,255,X66,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores"
1832,255,X67,Auto-intoxicação intencional por outros gases e vapores
1833,255,X68,"Auto-intoxicação por e exposição, intencional, a pesticidas"
1834,255,X69,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas"
1835,255,X70,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
1836,255,X71,Lesão autoprovocada intencionalmente por afogamento e submersão
1837,255,X72,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão
1838,255,X73,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre"
1839,255,X74,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada
1840,255,X75,Lesão autoprovocada intencionalmente por dispositivos explosivos
1841,255,X76,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas"
1842,255,X77,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes"
1843,255,X78,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante
1844,255,X79,Lesão autoprovocada intencionalmente por objeto contundente
1845,255,X80,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado
1846,255,X81,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento
1847,255,X82,Lesão autoprovocada intencionalmente por impacto de um veículo a motor
1848,255,X83,Lesão autoprovocada intencionalmente por outros meios especificados
1849,255,X84,Lesão autoprovocada intencionalmente por meios não especificados
1850,256,X85,"Agressão por meio de drogas, medicamentos e substâncias biológicas"
1851,256,X86,Agressão por meio de substâncias corrosivas
1852,256,X87,Agressão por pesticidas
1853,256,X88,Agressão por meio de gases e vapores
1854,256,X89,Agressão por meio de outros produtos químicos e substâncias nocivas especificados
1855,256,X90,Agressão por meio de produtos químicos e substâncias nocivas não especificados
1856,256,X91,"Agressão por meio de enforcamento, estrangulamento e sufocação"
1857,256,X92,Agressão por meio de afogamento e submersão
1858,256,X93,Agressão por meio de disparo de arma de fogo de mão
1859,256,X94,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre"
1860,256,X95,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
1861,256,X96,Agressão por meio de material explosivo
1862,256,X97,"Agressão por meio de fumaça, fogo e chamas"
1863,256,X98,"Agressão por meio de vapor de água, gases ou objetos quentes"
1864,256,X99,Agressão por meio de objeto cortante ou penetrante
1865,256,Y00,Agressão por meio de um objeto contundente
1866,256,Y01,Agressão por meio de projeção de um lugar elevado
1867,256,Y02,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento
1868,256,Y03,Agressão por meio de impacto de um veículo a motor
1869,256,Y04,Agressão por meio de força corporal
1870,256,Y05,Agressão sexual por meio de força física
1871,256,Y06,Negligência e abandono
1872,256,Y07,Outras síndromes de maus tratos
1873,256,Y08,Agressão por outros meios especificados
1874,256,Y09,Agressão por meios não especificados
1875,257,Y10,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada"
1876,257,Y11,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada"
1877,257,Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada"
1878,257,Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada"
1879,257,Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada"
1880,257,Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada"
1881,257,Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada"
1882,257,Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada"
1883,257,Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada"
1884,257,Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada"
1885,257,Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada"
1886,257,Y21,"Afogamento e submersão, intenção não determinada"
1887,257,Y22,"Disparo de pistola, intenção não determinada"
1888,257,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada"
1889,257,Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada"
1890,257,Y25,"Contato com material explosivo, intenção não determinada"
1891,257,Y26,"Exposição a fumaça, fogo e chamas, intenção não determinada"
1892,257,Y27,"Exposição a vapor de água, gases ou objetos quentes, intenção não determinada"
1893,257,Y28,"Contato com objeto cortante ou penetrante, intenção não determinada"
1894,257,Y29,"Contato com objeto contundente, intenção não determinada"
1895,257,Y30,"Queda, salto ou empurrado de um lugar elevado, intenção não determinada"
1896,257,Y31,"Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada"
1897,257,Y32,"Impacto de um veículo a motor, intenção não determinada"
1898,257,Y33,"Outros fatos ou eventos especificados, intenção não determinada"
1899,257,Y34,Fatos ou eventos não especificados e intenção não determinada
1900,258,Y35,Intervenção legal
1901,258,Y36,Operações de guerra
1902,259,Y40,Efeitos adversos de antibióticos sistêmicos
1903,259,Y41,Efeitos adversos de outros antiinfecciosos e antiparasitários sistêmicos
1904,259,Y42,"Efeitos adversos de hormônios e seus substitutos sintéticos e antagonistas, não classificados em outra parte"
1905,259,Y43,Efeitos adversos de substâncias de ação primariamente sistêmica
1906,259,Y44,Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue
1907,259,Y45,"Efeitos adversos de substâncias analgésicas, antipiréticas e antiinflamatórias"
1908,259,Y46,Efeitos adversos de drogas anticonvulsivantes (antiepilépticas) e antiparkinsonianas
1909,259,Y47,"Efeitos adversos de sedativos, hipnóticos e tranquilizantes [ansiolíticos]"
1910,259,Y48,Efeitos adversos de anestésicos e gases terapêuticos
1911,259,Y49,"Efeitos adversos de substâncias psicotrópicas, não classificadas em outra parte"
1912,259,Y50,"Efeitos adversos de estimulantes do sistema nervoso central, não classificados em outra parte"
1913,259,Y51,Efeitos adversos de drogas que atuam primariamente sobre o sistema nervoso autônomo
1914,259,Y52,Efeitos adversos de substâncias que atuam primariamente sobre o aparelho cardiovascular
1915,259,Y53,Efeitos adversos de substâncias que atuam primariamente sobre o aparelho gastrointestinal
1916,259,Y54,"Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água, dos sais minerais e do ácido úrico"
1917,259,Y55,Efeitos adversos de substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório
1918,259,Y56,"Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário"
1919,259,Y57,Efeitos adversos de outras drogas e medicamentos e as não especificadas
1920,259,Y58,Efeitos adversos de vacinas bacterianas
1921,259,Y59,Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas
1922,259,Y60,"Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos"
1923,259,Y61,Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos
1924,259,Y62,Assepsia insuficiente durante a prestação de cuidados cirúrgicos e médicos
1925,259,Y63,Erros de dosagem durante a prestação de cuidados médicos e cirúrgicos
1926,259,Y64,Medicamentos ou substâncias biológicas contaminados
1927,259,Y65,Outros acidentes durante a prestação de cuidados médicos e cirúrgicos
1928,259,Y66,Não administração de cuidado médico e cirúrgico
1929,259,Y69,Acidente não especificado durante a prestação de cuidado médico e cirúrgico
1930,259,Y70,"Dispositivos (aparelhos) de anestesiologia, associados a incidentes adversos"
1931,259,Y71,"Dispositivos (aparelhos) cardiovasculares, associados a incidentes adversos"
1932,259,Y72,"Dispositivos (aparelhos) utilizados em otorrinolaringologia, associados a incidentes adversos"
1933,259,Y73,"Dispositivos (aparelhos) usados em gastroenterologia e em urologia, associados a incidentes adversos"
1934,259,Y74,"Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal, associados a incidentes adversos"
1935,259,Y75,"Dispositivos (aparelhos) utilizados em neurologia, associados a incidentes adversos"
1936,259,Y76,"Dispositivos (aparelhos) utilizados em obstetrícia e em ginecologia, associados a incidentes adversos"
1937,259,Y77,"Dispositivos (aparelhos) utilizados em oftalmologia, associados a incidentes adversos"
1938,259,Y78,"Dispositivos (aparelhos) utilizados em radiologia, associados a incidentes adversos"
1939,259,Y79,"Dispositivos (aparelhos) ortopédicos, associado a incidentes adversos"
1940,259,Y80,"Dispositivos (aparelhos) utilizados em medicina física (fisiatria), associado a incidentes adversos"
1941,259,Y81,"Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia plástica, associados a incidente adversos"
1942,259,Y82,Outros dispositivos (aparelhos) associados a incidentes adversos e os não especificados
1943,259,Y83,"Reação anormal em paciente ou complicação tardia, causadas por intervenção cirúrgica e por outros atos cirúrgicos, sem menção de acidente durante a intervenção"
1944,259,Y84,"Reação anormal em paciente ou complicação tardia, causadas por outros procedimentos médicos, sem menção de acidente durante o procedimento"
1945,264,Y85,Seqüelas de acidentes de transporte
1946,264,Y86,Seqüelas de outros acidentes
1947,264,Y87,"Seqüelas de uma lesão autoprovocada intencionalmente, de agressão ou de um fato cuja intenção é indeterminada"
1948,264,Y88,Seqüelas de cuidado médico ou cirúrgico considerados como uma causa externa
1949,264,Y89,Seqüelas de outras causas externas
1950,265,Y90,Evidência de alcoolismo determinada por taxas de alcoolemia
1951,265,Y91,Evidência de alcoolismo determinada pelo nível da intoxicação
1952,265,Y95,Circunstância relativa as condições nosocomiais (hospitalares)
1953,265,Y96,Circunstância relativa às condições de trabalho
1954,265,Y97,Circunstâncias relativas a condições de poluição ambiental
1955,265,Y98,Circunstâncias relativas a condições do modo de vida
1956,266,Z00,Exame geral e investigação de pessoas sem queixas ou diagnóstico relatado
1957,266,Z01,Outros exames e investigações especiais de pessoas sem queixa ou diagnóstico relatado
1958,266,Z02,Exame médico e consulta com finalidades administrativas
1959,266,Z03,Observação e avaliação médica por doenças e afecções suspeitas
1960,266,Z04,Exame e observação por outras razões
1961,266,Z08,Exame de seguimento após tratamento por neoplasia maligna
1962,266,Z09,Exame de seguimento após tratamento de outras afecções que não neoplasias malignas
1963,266,Z10,"Exame geral de rotina (""check up"") de uma subpopulação definida"
1964,266,Z11,"Exame especial de rastreamento (""screening"") de doenças infecciosas e parasitárias"
1965,266,Z12,"Exame especial de rastreamento (""screening"") de neoplasias"
1966,266,Z13,"Exame especial de rastreamento (""screening"") de outros transtornos e doenças"
1967,267,Z20,Contato com e exposição a doenças transmissíveis
1968,267,Z21,Estado de infecção assintomática pelo vírus da imunodeficiência humana [HIV]
1969,267,Z22,Portador de doença infecciosa
1970,267,Z23,Necessidade de imunização contra uma única doença bacteriana
